userName,score,at,content
septian rinaldi,4,2025-01-18 02:41:01,"App bagus, belanja jadi mudah karena bisa di antar langsung ke rumahl. Banyak informasi promo juga, dan yang paling saya suka adalah sistem point nya. Namun ada beberapa kekurangan juga di aplikasi alfagift ini. Diantaranya adalah struk yang kadang tidak masuk ke dalam aplikasi saat melakukan belanja secara offline, dan saat mau cek struk juga saya sampai saat ini gak tau di mana saya bisa cek struk hasil belanja offline saya."
eva Setiawan,1,2025-01-17 10:32:37,Udh lama pakai ini Tapi selalu aja bermasalah Padahal password dan nomor bener Kalau reset password minta otp gak di kirim2 ampe 3kali dan gak bisa melakukan reset password lagi karna melebihi limit Aplikasi gak jelas gak bermutu Udh sering update tapi gak ada perubahaan sama sekali Nyebelin bgt
Cahya Nirwana Hehe,5,2025-01-16 12:48:39,"Rekomendasi banget, barang yang di sediakan juga banyak tapi ada beberapa yang gak ada, mungkin karena beda daerah ya. Free ongkir dan promo di akhir pekan menjadi keunggulan unggulannya, saran tambahkan catatan pesan agar pengirim tau apa yang harus dilakukan ketika pembeli tidak ada atau sedang kekamar mandi, agar pengirim tidak lam menunggu juga. Sekian Terimakasih."
Nur Kholifah,1,2025-01-12 14:39:57,"PELAYANAN TER LELETTT....... buang buang waktu dan uang, chat cuma di read aja, jarak gasampek 10 menit tapi sampek 3 jam baru dikirim??? Cs nya banyak alasan bilangnya orderan banyak giliram ditanya orderan berapa ga bisa jawab. Kocak banget!!! Kalo ga bisa maksimalin pengiriman gausah ada fitur pengiriman 1 jam. Bikin kecewa aja"
Ade Hendra,1,2025-01-09 08:34:01,Pengalaman tidak menyenangkan dan paling menjengkelkan kirim belanjaan buat saudara di luar kota hampir 24 jam susah koordinasi. Belanjaan kecil mungkin. susah buat alamat di google maps harus klik nomor rumah orang lain. Beda nomor 8 dg 06 tapi nama tujuan jelas hp tujuan jelas. Dikoordinasi susah sampai postingan ini dikirim karena kecewa.
Riko ajh,2,2025-01-03 16:48:36,"Aplikasi nya bagus, mudah di gunakan.. Tapi akhir² ini lama banget pengiriman nya.. udah beberapa kali juga pas dateng barangnya kurang..!! tapi saya ga pernah komplain, sellu yaudah aja... mungkin salah saya juga ga di cek pas dateng.. soal-nya udah percaya bgt sama Alfagift. tapi klo di diemin terus bisa rugi..."
Naela Faidatun Nisa,5,2025-01-02 04:13:40,"Aku kasih bintang 5 buat ALFAGIFT, karena belanja untung dgn program harga spesial,suka banget belanja di Alfagift,karena banyak promo nya,dpt harga spesial,gak perlu biaya ongkos,praktis,mudah,cepat,belanjaan bisa gratis dianter sampe rumah & paling seru ada beli barang tebus murah. Semoga Alfagift senantiasa menjadi tempat belanja yg terlengkap,terbaik, tercanggih,semakin sukses & berkembang,semakin banyak promo, selalu menjaga kualitas & menjadi kesayangan customer & follower semuanya"
nofita_ nofi,4,2025-01-02 00:00:36,"Koq error ya dua hari ini apk nya... Apa emg lagi error apa hp ku yk lagi bermasalah, aku cek upgrade tan apknya udh di upgrade koq... Tak cek koneksinya juga lancar koq, buat main medsos juga bisa... Mau belanja sambil ngelist + notal harganya jadi gak bisa dech🤦‍♀️"
Putri Ulandari,1,2024-12-29 10:46:11,"Pengiriman nya lambaaattt bgtt, leletttt, pdhl saya pilih yg pengiriman maksimal 1 jam setelah pembayaran loh. Ini udh 2 jam ga dateng2, bilangnya lagi di jalan lah, paket sudah di bawa kurir lah, alesan terus. Pdhl dari rumah saya ke tokonya ga nyampe sepuluh menit loh. Heran!!!!"
Suma Atmanegara,1,2024-12-29 06:12:52,"Alfagift masih kurang singkron dengan toko alfamart karna sekarang di alfagift barang stoknya ada, pas sudah dipesan dan dibayar ternyata ditoko barangnya kosong, mau minta dikembalikan uang tidak bisa karna tombol refaunnya baru muncul kalau pesanan selesai. Dan sampai sekarang barang yang saya pesan belum ada dan uang pun tidak dikembalikan,, jadi tolong diperbaiki lagi sistemnya karna ini bukannya mempermudah mala mempersulit."
Yana Aprilia,1,2024-12-29 05:42:07,"dulu pas masih lewat wa konfirmasinya lebih mudah, sekarang saat lewat aplikasi komunikasi antar pelanggan dan kurirnya jadi tidak efektif. seringkali saat pesanan belum dikirim statusnya sudah disconnect, mana harus ditelpon itu juga kalo udah lewat sejam belum dikirim. apaan ini update malah makin payah pelayanannya, kecewa."
Samsul Maarif,5,2024-12-28 11:31:36,"Belanja lewat alfagift emang bikin mudh dan hemat. Tidak perlu keluar rumah belanjaan bisa langsung di antar kerumah. Udah gitu dapat cashback point lagi bs buat belanja. Harga selalu ada promonya. Metode pembayaran juga bisa COD.juga kalian bisa tautkan berbagai e walet atau bank buat pembayaran.Terimakasih alfamart alfagift sudah membuat belanja kami nyaman, aman, mudah dan hemat. Semoga makin bnyk penggunanya dan bnyk promonya. (ig.fian_rudinms99)"
Sukma wijaya,1,2024-12-26 10:03:50,"Kebiasaan pesanan belom di terima suka udah di selesaikan di aplikasi padahal orangnya masi di toko, kita udah nunggu lama karena pesanan udh mau di kirim parahnya lagi udah di terima pemesan sedangkan pesanan belom di terima sama sekali, dan kadang nunggu 1-2 jam dari posisi aplikasi udh di selesaikan, sayangnya di aplikasi gak bisa komplen atau beri rating atau pengaduan, tolong di update aplikasinya biar pelanggan bisa komplen atau beri rating di aplikasi kasih kontak darurat juga"
Ummy Hanan,5,2024-12-24 03:59:28,"Aku kasih bintang 5 untuk alfagift 🌟🌟🌟🌟🌟 karena belanja untung dengan voucher dari game pop it, belanja hemat, harga promo bisa di antar sampe rumah lagi dan pastinya gratis ongkir, jadi gak perlu capek2 ke toko, apalagi seperti sekarang lagi musim hujan,bawaan nya mager keluar2, tapi sangat terbantu dengan aplikasi alfagift ini, harapan kedepannya semoga alfagift lebih sering ngadain promo2 menarik lainnya supaya belanja makin untung, jadi uang bisa ditabung 💸"
Yohan Tri,5,2024-12-24 03:59:24,"Aku kasih bintang 5 untuk aplikasi Alfagift,karena belanja untung dengan program Harga spesial, waktu itu saya hendak beli produk yang biasanya rutin saya beli,betapa senangnya saat produk tsb sedang diskon lumayan besar,tanpa pikir panjang langsung saya stok produk tsb,oh iya saya juga sering dapat voucher Gratis produk di aplikasi Alfagift,jadi makin cuan deh! Semoga Alfagift makin banyak promo promonya biar Bebas Belanja Untung terus kedepannya 😍"
Elvano Syahdam,1,2024-12-22 06:42:17,"Kecewa dg pengiriman nya sangat lambat, saya pesan 1 jam pengiriman tp nyata nya Ampe 3 jam baru nyampe ke rumah padahal jarak GK begitu jauh, sudah 2 x seperti ini, tanpa melakukan konfirmasi LG ke pelanggan, beda dg pengiriman yg dulu dulu, dulu orang nya pada sopan, konfirmasi dulu kl mau terlmbat, itu pun gak pernah sampai 3 jam, tolong pengiriman seperti ini di tindak donk orang nya, alasan nya tidak melihat alamat, gimana si,, kecewa saya"
sherly Kirana,5,2024-12-19 23:06:39,"Aku kasih bintang 5 buat aplikasi alfagift karena, sering banget ngadain promo promo yang menarik,yang bikin customer nya Puas banget, selain ituu pengantaran yang super cepat gratis ongkir pulaa, jujurly dengan adanya, pengantaran sampe depan rumah terbantu banget, bagi aku yang mempunyai anak kecil. Saran untuk kedepannya semakin baik lagi, dan bisa mengcover pengantaran ke daerah daerah terpelosok ya"
Melinda Lhin,5,2024-12-18 13:57:40,"Awalnya gag tau apa itu Alfagift, tapi salah satu temen ngerekomendasiin ini dan ternyata emg se keren itu, awalnya mager banget kalo mau belanja apalagi punya bayi yang gag bisa di tinggal, tapi dengan adanya Alfagift gag perlu repot buat belanja selain sat set dan duduk manis di rumah barang langsung dateng ditambah banyak promo serta keuntungan lainnya, Semoga kedepannya lebih bisa dipertahankan program programnya yang memanjakan konsumen. Terimakasih Alfagift"
Kharisma Arby,2,2024-12-15 22:45:49,"maaf ya bintang 2 dl, karna beberapa hari ini harga ketika masuk keranjang tidak sama dg harga di katalognya. Harga katalog mengelabui pembeli dan itu ga cuma 1-2 barang aja, tapi buanyak. Udah seneng lagi promo murah, pas masuk keranjang harganya normal. Cek katalog lagi masih promo, kok ga konsisten gitu sistemnya."
Darmawan Satria Jati,5,2024-12-15 07:45:58,"Sangat rekomended, terlebih karena bisa gratis ongkir, dan sempat membandingkan dengan harga di toko langsung, ternyata lebih murah di sini Fiturnya mudah dimengerti, tidak asa kendala, pelayanannya juga baik. Apabila terjadi kendala seperti salah memilih alamat, customer service sigap dan sangat baik dalam membantu kendala yang di alami. Pengiriman juga cukup cepat, walau tentunya akan lebih cepat jika kita membeli langsung di minimarket. Akan tetapi, aplikasi ini sangat membantu."
Nurmala Sari,5,2024-12-11 07:08:56,"sangat mudah di gunakan, jd update soal promo. kadang ada stok yg ternyata tidak ada di toko, tp uang dikembalikan jika sudah membayar. sayangny untuk terkadang beberapa item ada batasan pembelian"
Yosanti Agustina,5,2024-12-11 06:22:01,"Kasih bintang 5 , aplikasi terbaik untuk belanja ,belanja jadi mudah banyak vouchernya,membantu untuk belanja online gratis ongkir sepuasnya,di antar sampai rumah,barang lengkap,banyak tebus murahnya. Pokoknya selalu setia belanja di alfagift. Semoga kedepanya lebih banyak lagi promonya."
sukmawati01,5,2024-12-10 04:20:10,"Saya memberikan bintang 5 karena memang seneng banget belanja di Alfagift,dengan banyak promo,potongan harga jadi semakin menarik,apalagi dapet poin juga bisa buat potongan belanja Pengalaman saya belanja di Alfagift ini saya beli barang dengan potongan harga yang lebih murah,beli produk dan gratis produk serupa,bener"" Belanja Puas Harga Pas banget deh Harapanku untuk Alfagift semoga lebih kreatif,penjualan semakin banyak,bisa dikenal banyak masyarakat dan bisa menjadi aplikasi belanja nomor 1👍"
Ima 's,4,2024-12-06 09:25:26,"Aplikasinya sudah bagus, promonya juga banyak, tapi saya masih kurang nyaman dengan chatnya, karena terkadang pesan penting yg saya kirimkan mengalami masalah dan akhirnya tidak tersampaikan. Mohon untuk lebih diupgrade lagi kolom chatnya, yah."
Mirinda Kumaragati,3,2024-12-06 01:36:41,"Aplikasi Alfagift @alfamart error, di prank harga promo, hati² kalau mau check out harga barang di aplikasi bisa berubah setelah masuk di keranjang tanpa ada keterangan apa². Dahlah.. pindah ke toko merah besar aja, diskonnya lebih jelas."
Raihan Rinto Andiansyah,1,2024-12-05 09:44:33,"Tolong banget diperpanjang waktu expired pembayaran, jangan kebentaran. Pasti voc promosi hilang pas pembayaran expired. Jadi njengkelin. Apalagi kadang barang tiba tiba ada yang tidak tersedia atau habis, padahal sebelumnya checkout banyak aman."
Tsania Latifiyani,4,2024-12-04 02:51:31,"Maaf aku kasih bintang 4 Suka cek harga dulu sebelum beli, tp kemarin pas saya beli delivery pembayaran via cod, tp barang nya kurang 1,katanya mau di anterin lagi, tp sampe sekarang ngga ada, itu padahal buat pesanan hari itu juga, alhasil saya beli lagi keluar, harus bolak-balik, ya emang sih cuma harga 10ribuan, tp saya juga rugi bensin Sorry, hope customer complaints are answered, And hopefully even better in the future, thank you"
Wana Rahmi,5,2024-12-04 02:19:15,"Aku kasih bintang 5 karena aplikasi ini sangat bagus & sangat bermanfaat belanja apaun gratis ongkir jd GK perlu ribet tinggal pencet"" langsung nyampe.. banyak promo"" nya lagi. Pokoknya rugi yg GK download"
dewi ruchih,5,2024-12-02 23:59:31,"Paling suka belanja lewat alfagift, karna di kirim nya cepet bangettt, apalagi saat urgent butuh sesuatu, padahal saya pemilih yg paling cepet itu 1 jam setelah pembayaran, tapi ternyata gak dong, 10 menit setelah pesan udah sampai,Apalgi + nya tokonya Deket dari rumah, Intinya alfagift sangat membantu di saat kita tidak ada kendaraan untuk keluar. Sukses selalu Harapan saya semoga sering sering ada diskon harga aja ,terutama untuk harga beras, karna saya sering banget belanja beras di Algift"
Reni,5,2024-12-02 23:33:29,"aku kasih bintang 5 karena secinta itu dg alfamart, produk lengkap dan promo nya bikin kalap bawaan nya pengen belanja lagi lagii padahal stok masih ada😫 dan satu lagi alfamart metode pembayaran nya bisa apa aja, pengantaran juga sat set produk nya lumayan lengkap..pokok nya alfamart the best, dari dulu sampe sekarang😍"
NITA ANDY,5,2024-12-02 22:49:18,"nih ya, aku kasih bintang 5 ke alfagift soalnya setiap kali belanja, bisa nambah poin, banyak promonya, apklikasinya mudah dipahami apalagi kalau ada event tertentu bisa dapet voucher belanja 😍 di alfagift bisa lihat promo2nya, apalagi kalau ada promo beli 2 gratis 1, cuan habis dah 😍 sering juga ambil tebus murahnyaa semoga kedepannya, alfagift bisa lebih banyak dipakai semua orang untuk berbelanja dengan mudah dan sukses selalu🩵"
Nilam Nilam,5,2024-12-02 22:11:15,"Saya kasih bintang 5 ke alfagift karna memang aplikasi terbaik, ntuk transaksi belanja lebih mudah Selain banyak harga yg promo, ada juga beli 1 gratis 1 dan belanja 25.000 saja udh bisa tebus murah Semoga alfagift kedepan nya semakin sukses lebih banyak harga promo lagi yg bikin para mak2 seperti saya ini❤️"
Greysya Aira putri,5,2024-12-02 21:34:28,"Aku kasih bintang ⭐5 untuk alfagif karena sangat membantu sekali dan belanja untung dengan promo di alfagif. Sangat membantu sekali belanja lewat alfagif bisa dibantah dan di ambil sendiri ke toko, banyak promo nya,banyak juga yg beli 1 gratis 1,beli 2 gratis 1,dan yg lebih senang lagi ada hadiah gratis di Voucher garis cuma2 ada jg loh. Untuk alfagif terimakasih sudah hadir dan selalu memberikan layanan terbaik nya dan sukses selalu"
Majid Ibrahim,5,2024-12-02 15:48:14,"Sangat cepat sekali pengirimannya. Pernah order dijam setengah 9 malam dalam kondisi hujan deras, Gilak sekitar jam 9.15 sudah diantar sama kurir. Padahal saya gak berharap langsung dikirim saat itu juga. Terus pertahankan pelayanannya dan semoga kedepannya tetap gratis ongkir selamanya karena salah satu alasan lebih senang belanja online dialfagift daripada offline ketoko karena harga sama saja,tidak ada ongkir dan malah lebih banyak promo lewat alfagift dan satu lagi kantong plastiknya gratis."
Gustin Dwi,5,2024-12-02 15:42:44,"Aku kasih bintang 100 karna banyak promo setiap hari, gausa nunggu event, setiap haripun banyak promo di alfagift, paling suka promo gantung wkwkwk karna kan baru gajian jadi seneng banget belanja pas ada promo gantung, senang belanja via alfagift karna free ongkir ,gaperlu keluar panas""an, cukup diam dirumah belanjaan datang sendiri wkwkwk. Banyak promo banyak tebus muras wes pokoknya recomend pol . Harapannya semoga kedepannya lebih banyak promo promo yang menarik"
Recorny Desyensari,5,2024-12-02 14:22:47,"Aku kasih bintang 5 soalnya aplikasi ini bermanfaat banget buat aku sebagai ibu rumah tangga yang cari promoan, apalagi klo lagi ada promo JSM, Gajian Untung dan promo lainnya. Semoga alfagift sukses selalu mudah dijangaku didesa pelosok2 biar enak klo mudik kekampung jadi mudah belanja onlinenya. Terimakasih buat promo-promonya"
Oktavia Putri,5,2024-12-02 14:00:19,"Aku kasih bintang 5 untuk aplikasi alfagift, karena belanja untung dengan program harga spesial. Tiap jsm selalu pantengin promonya ada harga spesial, tebus murah, gratis barang dan banyak lagi lainnya. Mana gratis ongkir berapapun pembeliannya, memudahkan banget buat ibu2 yang kehabisan stok barang tapi mager buat keluar rumah. Semoga dengan alfagift, bisa bebas belanja untung terus kedepannya."
Naura Najma Orlin Ramadhani Orlin,5,2024-12-02 13:39:03,"Bintang 5 buat Alfagift,, Q seneng banget belanja disini.. Banyak promo juga tanpa ribet antri ke toko. Dianter pula langsung didepan rumah.. Parahnya lagi gratis ongkir... Hmmm siapa yg g seneng,voucher cashback aku 20ribu ngumpul banyak nich bingung mau belanja apa lagi🥰, , muda 2 han alfamart jaya selalu ya,, semoga bisa ngasih promo bagus2 lagi🥰"
ina shareen17,5,2024-12-02 13:22:25,Aku kasih bintang 5 alfagif jujur kebantu banget bisa buat usaha juga.. Geratis ongkir lg udh dari tahun 2020 pake alfagif belanja engga ribet banyak promo.. Banyak voucer banyak cb belanja jadi mudah bisa pilih pilih harga yg lg promo.. Karna setiap hari ada promo.. Masyaallah kebantu banget pokoknya Mudah mudahan lebih banyak lg promonya dan bisa buat usaha jualan juga Trimakasih alfagift
Naura Print,5,2024-12-02 12:58:00,"Aplikasinya top banget, bintang 5 untuk alfagift, hampir jarang sekali ada problem aplikasinya, ada gamenya juga dan yg paling aku suka kalau belanja lewat alfagift ini pengiriman yg super duper cepat, gak smpe 10 menitan uda diantar, harga produk juga bersaing, yg biasa dinanti itu Promo Gantung 😂 harga sembako agak lumayan bersahabat, semoga Alfagift lebih sat set lagi aplikasinya dan kalau lagi ngadain program cashback semua produk aja ya cuma (kecuali sembako, susu dibawah 1 tahun, rokok)"
BACHRAINY,5,2024-12-02 10:42:36,"Aku kasih bintang 5, karena Belanja Untung dengan program Harga Special di Alfagift. Aku suka banget sama program Harga Special di Alfagift. Produk favoritku sering banget diskon. Baru-baru ini aku berhasil dapetin snack kesukaanku dengan harga yang jauh lebih murah dari biasanya. Selain itu, pembayarannya juga mudah, bisa pakai berbagai macam metode pembayaran. Semoga Alfagift bisa terus memberikan penawaran Harga Special yang lebih sering lagi, terutama untuk produk kebutuhan sehari-hari."
Paijo Sri,5,2024-12-02 08:26:52,"Aku kasih bintang 5 untuk alfagift, banyak banget promo serunya, dpt voucher untuk belanja sehari2 bikin hati seneng banget,kapan hari juga promo bli pulsa harga murah,makasih alfagift. Kedepannya semoga ada voucher lagi untuk sembako murah kali ya☺️🫰"
adhe febriani,5,2024-11-28 12:05:18,"Aplikasi groceries yg enakeun. Bisa bayar cash cod, harga di aplikasi dgn di toko sama (krn toko sebelah harganya suka beda dari aplikasi katany suka ada live). Dikirim ga sampe 1 jam dari order. Toko biru sih lama & ga bisa cod. Pertahankan ya!"
